Nº,Nombre,Total.Por mil ‰
3222,PATRICIA ALEXANDRA,189,0.009
3223,PAULA PILAR,189,0.009
3224,YAIMA,189,0.009
3225,YSABEL,189,0.009
3226,ADAYA,188,0.009
3227,AISA,188,0.009
3228,BRISA,188,0.009
3229,CARMEN EMILIA,188,0.009
3230,DESSIRE,188,0.009
3231,GEMA CARMEN,188,0.009
3232,MARCELA ALEJANDRA,188,0.009
3233,MARIA BIBIANA,188,0.009
3234,ROSA BEATRIZ,188,0.009
3235,SORKUNDE,188,0.009
3236,CARMEN SUSANA,187,0.009
3237,CRISTEL,187,0.009
3238,ESTRELLA CARMEN,187,0.009
3239,JENNIFFER,187,0.009
3240,KORO,187,0.009
3241,LOURDES CARMEN,187,0.009
3242,LUCINA,187,0.009
3243,MARIA BENILDE,187,0.009
3244,MARIA COROMOTO,187,0.009
3245,MARIA ESPINO,187,0.009
3246,MONSERRATE,187,0.009
3247,SARA PATRICIA,187,0.009
3248,ABIR,186,0.009
3249,ANTONIETA,186,0.009
3250,CLARA LUZ,186,0.009
3251,DEBORA MARIA,186,0.009
3252,ELVIA,186,0.009
3253,EVERILDA,186,0.009
3254,ISABEL EUGENIA,186,0.009
3255,KATERINE,186,0.009
3256,MARIA CAPILLA,186,0.009
3257,MARIA CORPUS,186,0.009
3258,MARIA IMELDA,186,0.009
3259,MARYEM,186,0.009
3260,ROSITA,186,0.009
3261,WARDA,186,0.009
3262,YUDIT,186,0.009
3263,ARMONIA,185,0.009
3264,CALA,185,0.009
3265,GOIURI,185,0.009
3266,ISABEL JOSEFA,185,0.009
3267,JESSICA PAOLA,185,0.009
3268,LORENA ISABEL,185,0.009
3269,LUTGARDA,185,0.009
3270,MARIA SEBASTIANA,185,0.009
3271,MARIA YSABEL,185,0.009
3272,MARTINA MARIA,185,0.009
3273,OXANA,185,0.009
3274,SARA CRISTINA,185,0.009
3275,SOFIA ELENA,185,0.009
3276,VERENA,185,0.009
3277,WAFA,185,0.009
3278,ANDREA VALENTINA,184,0.009
3279,ANJARA,184,0.009
3280,ARELIS,184,0.009
3281,BELA,184,0.009
3282,DONATA,184,0.009
3283,ERNESTA,184,0.009
3284,LEIDY JOHANNA,184,0.009
3285,LIUDMILA,184,0.009
3286,MARIA AMAIA,184,0.009
3287,MARIA EDUVIGIS,184,0.009
3288,MARIA IRIS,184,0.009
3289,PILAR ISABEL,184,0.009
3290,STEPHANY,184,0.009
3291,VERA LUCIA,184,0.009
3292,ANA MAGDALENA,183,0.009
3293,DAILA,183,0.009
3294,DANIELLE,183,0.009
3295,EXPIRACION,183,0.009
3296,GERARDA,183,0.009
3297,LIDIA CARMEN,183,0.009
3298,MARIA MELANIA,183,0.009
3299,MARIA REPOSO,183,0.009
3300,RIHANNA,183,0.009
3301,ADRIANA ISABEL,182,0.008
3302,ANYA,182,0.008
3303,KAMAR,182,0.008
3304,LAURA VANESSA,182,0.008
3305,MARIA JULIETA,182,0.008
3306,MARIA ROSAURA,182,0.008
3307,MONTSERRAT MARIA,182,0.008
3308,NATIVIDAD MARIA,182,0.008
3309,RODAINA,182,0.008
3310,SARA BEATRIZ,182,0.008
3311,ADA MARIA,181,0.008
3312,ALYSON,181,0.008
3313,ANA JUANA,181,0.008
3314,ASSIL,181,0.008
3315,CARMEN GEMA,181,0.008
3316,FADILA,181,0.008
3317,ISABEL FRANCISCA,181,0.008
3318,MAE,181,0.008
3319,MARTA PATRICIA,181,0.008
3320,PRISCILLA,181,0.008
3321,ANA MARIA ISABEL,180,0.008
3322,BRISEIDA,180,0.008
3323,CARMEN LORENA,180,0.008
3324,CHAYMA,180,0.008
3325,DORITA,180,0.008
3326,FELICITACION,180,0.008
3327,GEMA PILAR,180,0.008
3328,IBALLA,180,0.008
3329,IERA,180,0.008
3330,JOCELYN,180,0.008
3331,JULIA ELENA,180,0.008
3332,LAURA ANDREA,180,0.008
3333,MANUELA JOSEFA,180,0.008
3334,MARIA LLUCH,180,0.008
3335,AMBER,179,0.008
3336,CONCESA,179,0.008
3337,ERICA MARIA,179,0.008
3338,JOSEFA INES,179,0.008
3339,JOSEFA VICENTA,179,0.008
3340,MARIA ARA,179,0.008
3341,MARIA MARLENE,179,0.008
3342,MARIA ROGELIA,179,0.008
3343,MARUA,179,0.008
3344,XANTAL,179,0.008
3345,YUNE,179,0.008
3346,AURA MARIA,178,0.008
3347,BINTA,178,0.008
3348,CARMEN ESPERANZA,178,0.008
3349,CARMEN SOFIA,178,0.008
3350,ELENA PATRICIA,178,0.008
3351,GASPARA,178,0.008
3352,GRIMANESA,178,0.008
3353,LEYRE MARIA,178,0.008
3354,MANUELA JESUS,178,0.008
3355,MARIA ANGELITA,178,0.008
3356,MARIA LINAREJOS,178,0.008
3357,MARILIN,178,0.008
3358,MIKELE,178,0.008
3359,MIQUELA,178,0.008
3360,MONICA ANDREA,178,0.008
3361,PATRICIA CAROLINA,178,0.008
3362,ADAMA,177,0.008
3363,AGUASANTA,177,0.008
3364,CECILIA CARMEN,177,0.008
3365,CYNTHIA MARIA,177,0.008
3366,ENEA,177,0.008
3367,GALINA,177,0.008
3368,GLORIA MERCEDES,177,0.008
3369,LUCIA BELEN,177,0.008
3370,MARIA AMABLE,177,0.008
3371,ROCIO CINTA,177,0.008
3372,SCHEREZADE,177,0.008
3373,SEVERA,177,0.008
3374,TERESA DOLORES,177,0.008
3375,ZOUBIDA,177,0.008
3376,ANDREA ELIZABETH,176,0.008
3377,CARMEN JOSE,176,0.008
3378,GISEL,176,0.008
3379,GRECIA,176,0.008
3380,JAZMINA,176,0.008
3381,KEYRA,176,0.008
3382,MARIA ISIDRA,176,0.008
3383,MARJORIE,176,0.008
3384,ROMAYSA,176,0.008
3385,RUTH ELIZABETH,176,0.008
3386,SOFIA PILAR,176,0.008
3387,TEODOMIRA,176,0.008
3388,YAMNA,176,0.008
3389,CONCEPCION PILAR,175,0.008
3390,DIGNA MARIA,175,0.008
3391,HONORIA,175,0.008
3392,JOHANNA ELIZABETH,175,0.008
3393,MARIA NICOLASA,175,0.008
3394,RAMIRA,175,0.008
3395,RODAYNA,175,0.008
3396,SEHILA,175,0.008
3397,VALENTINA MARIA,175,0.008
3398,AIRA,174,0.008
3399,FAMARA,174,0.008
3400,MARIA FELICIA,174,0.008
3401,MARIA JERONIMA,174,0.008
3402,MARIA NARCISA,174,0.008
3403,RENEE,174,0.008
3404,ADRIANA CARMEN,173,0.008
3405,AMAYA MARIA,173,0.008
3406,CANDELARIA MARIA,173,0.008
3407,CARMEN AURORA,173,0.008
3408,ELISA CARMEN,173,0.008
3409,ERKUDEN,173,0.008
3410,ERLINDA,173,0.008
3411,GIULIANA,173,0.008
3412,IDA,173,0.008
3413,INMACULADA ROCIO,173,0.008
3414,JOSEFA ROCIO,173,0.008
3415,MANUELA DOLORES,173,0.008
3416,MIREN IRUNE,173,0.008
3417,TERESA ANGELES,173,0.008
3418,ANGELA CRISTINA,172,0.008
3419,ANUSKA,172,0.008
3420,CANDIDA ROSA,172,0.008
3421,CARLA ANDREA,172,0.008
3422,CARMEN NURIA,172,0.008
3423,CARMEN VANESA,172,0.008
3424,CLAUDIA LILIANA,172,0.008
3425,CRISTINA TERESA,172,0.008
3426,DAMASA,172,0.008
3427,ELBA MARIA,172,0.008
3428,EVA MARINA,172,0.008
3429,LUCERO,172,0.008
3430,PAULA LUCIA,172,0.008
3431,ANA LETICIA,171,0.008
3432,CARMEN IRENE,171,0.008
3433,CRISTAL,171,0.008
3434,CRISTIANE,171,0.008
3435,LETICIA CARMEN,171,0.008
3436,MARIA LILIA,171,0.008
3437.MARIA VIÑAS,171,0,008
3438,MARTA VICTORIA,171,0.008
3439,MARTHA PATRICIA,171,0.008
3440,MERCEDES ISABEL,171,0.008
3441,NILA,171,0.008
3442,NINFA,171,0.008
3443,NURI,171,0.008
3444,PASTORA MARIA,171,0.008
3445,SARA BELEN,171,0.008
3446,SONIA BELEN,171,0.008
3447,ANA LEONOR,170,0.008
3448,BERNADETTE,170,0.008
3449,DOLORES ANGELES,170,0.008
3450,IDALIA,170,0.008
3451,JUANA BELEN,170,0.008
3452,LAURA MARCELA,170,0.008
3453,LEOPOLDINA,170,0.008
3454.MARIA CASTAÑAR,170,0,008
3455,ROSARIO ANGELES,170,0.008
3456,SUSAGNA,170,0.008
3457,ZULEYMA,170,0.008
3458,AFRA,169,0.008
3459,ANA FE,169,0.008
3460,ANASTASIYA,169,0.008
3461,CELIA CARMEN,169,0.008
3462,ESTIVALIZ,169,0.008
3463,HALA,169,0.008
3464,HERMINIA MARIA,169,0.008
3465,JUANA VICTORIA,169,0.008
3466,MARIA BLASA,169,0.008
3467,MARIA GUACIMARA,169,0.008
3468,MARIA OLAYA,169,0.008
3469,MARIANNA,169,0.008
3470,MIREN BAKARNE,169,0.008
3471,ONEKA,169,0.008
3472,ROCIO ANGELES,169,0.008
3473,SAINZA,169,0.008
3474,SOFIA BELEN,169,0.008
3475,TESSA,169,0.008
3476,VALERIA CARMEN,169,0.008
3477,ADORACION REYES,168,0.008
3478,ANACLETA,168,0.008
3479,ARACELIS,168,0.008
3480,CLEO,168,0.008
3481,FIDELIA,168,0.008
3482,INARA,168,0.008
3483,INAYA,168,0.008
3484,LAMYAE,168,0.008
3485,LEIRE MARIA,168,0.008
3486,MARIA SILVINA,168,0.008
3487,MARIANGEL,168,0.008
3488,MONICA RAQUEL,168,0.008
3489,NIRVANA,168,0.008
3490,RAMONA MARIA,168,0.008
3491,SHANDRA,168,0.008
3492,ANDREA PAOLA,167,0.008
3493,CLARA ELENA,167,0.008
3494,DAHIANA,167,0.008
3495,FRANCISCA JOSE,167,0.008
3496,JUNO,167,0.008
3497,LAURA INES,167,0.008
3498,LESLIE,167,0.008
3499,LUISA PILAR,167,0.008
3500,MARIA CONSOL,167,0.008
3501,MARIA NAZARETH,167,0.008
3502,MARIA NOEL,167,0.008
3503,MARIA SERAFINA,167,0.008
3504,MARTHA MARIA,167,0.008
3505,ROSA LIMA,167,0.008
3506,YESSICA MARIA,167,0.008
3507,YUNA,167,0.008
3508,ANABELA,166,0.008
3509,CARMEN EUGENIA,166,0.008
3510,CARMENZA,166,0.008
3511,CAROLINA ANDREA,166,0.008
3512,JUANA JESUS,166,0.008
3513,JULIA VICTORIA,166,0.008
3514,LAIENE,166,0.008
3515,MARIA EULOGIA,166,0.008
3516,MERCHE,166,0.008
3517,SANDRA CARMEN,166,0.008
3518,VERONICA ROCIO,166,0.008
3519,VITORIA,166,0.008
3520,ANA FELISA,165,0.008
3521,DOLORES JOSEFA,165,0.008
3522,ELISABETH MARIA,165,0.008
3523,EVA DOLORES,165,0.008
3524,FRANCISCA ROSARIO,165,0.008
3525,GENTZANE,165,0.008
3526,LUZMILA,165,0.008
3527,MARIA ERICA,165,0.008
3528,MARIA PEREGRINA,165,0.008
3529,MARIA ROBLEDO,165,0.008
3530,MARIA ROSANA,165,0.008
3531,NURIA BELEN,165,0.008
3532,ODALIS,165,0.008
3533,PINO MARIA,165,0.008
3534,ROSA MATILDE,165,0.008
3535,SONIA ELIZABETH,165,0.008
3536,ANA MONTSERRAT,164,0.008
3537,ANGELA VICTORIA,164,0.008
3538,ANGELES PILAR,164,0.008
3539,ARGELINA,164,0.008
3540,CLAUDIA CARMEN,164,0.008
3541,CLAUDIA CRISTINA,164,0.008
3542,ESTRELLA MAR,164,0.008
3543,FOIX,164,0.008
3544,FRANCISCA ROCIO,164,0.008
3545,GEMA ROCIO,164,0.008
3546,JANIS,164,0.008
3547,LISANDRA,164,0.008
3548,MARIA JOVITA,164,0.008
3549,MARIA VICTORINA,164,0.008
3550,MIREN JOSEBE,164,0.008
3551,ODILE,164,0.008
3552,VALERIA ALEJANDRA,164,0.008
3553,YAISA,164,0.008
3554,ADAIA,163,0.008
3555,ARMANDA,163,0.008
3556,CARMEN ELVIRA,163,0.008
3557,DIANA CRISTINA,163,0.008
3558,DIANA PAOLA,163,0.008
3559,EMILIA ISABEL,163,0.008
3560,GLORIA BEATRIZ,163,0.008
3561,JESUS MARIA,163,0.008
3562,KATERYNA,163,0.008
3563,LUCIA ANGELES,163,0.008
3564,MAGDALENA MARIA,163,0.008
3565,MARIA ANITA,163,0.008
3566,MARIA CISNE,163,0.008
3567,ORNELLA,163,0.008
3568,ROEYA,163,0.008
3569,ALEJANDRA CARMEN,162,0.008
3570,CARMEN SONIA,162,0.008
3571,CHAYMAA,162,0.008
3572,GAROA,162,0.008
3573,IDARA,162,0.008
3574,ISABEL LUCIA,162,0.008
3575,KAMILA,162,0.008
3576,LIDIA ROSA,162,0.008
3577,MARIA CARLA,162,0.008
3578,RITA ISABEL,162,0.008
3579,SANDRA CRISTINA,162,0.008
3580,VANESSA CAROLINA,162,0.008
3581,ZULAY,162,0.008
3582,ABBY,161,0.007
3583,CAMILA ALEJANDRA,161,0.007
3584,CARMEN AMPARO,161,0.007
3585,CRISTALINA,161,0.007
3586,DELICIA,161,0.007
3587,JULIE,161,0.007
3588,MARIA CORINA,161,0.007
3589,MARIA DUNIA,161,0.007
3590,ROSA INMACULADA,161,0.007
3591,SOMAYA,161,0.007
3592,VIKTORIYA,161,0.007
3593,XEILA,161,0.007
3594,YANELA,161,0.007
3595,ANA ENCARNACION,160,0.007
3596,LAURA CAMILA,160,0.007
3597,MARIA CARMELA,160,0.007
3598,MARIA CAYETANA,160,0.007
3599,MARIA LYDIA,160,0.007
3600,MILAGROS CARMEN,160,0.007
3601.MIREN BEGOÑE,160,0,007
3602,MIREN SORKUNDE,160,0.007
3603,NICOLETA,160,0.007
3604,PURIFICACION MARIA,160,0.007
3605,SERAPIA,160,0.007
3606,SONIA CRISTINA,160,0.007
3607,YASSMINE,160,0.007
3608,AMPARO PILAR,159,0.007
3609,ANTONIA ANA,159,0.007
3610,DANIELA ALEXANDRA,159,0.007
3611,DOLORES CONCEPCION,159,0.007
3612,ELENA ROCIO,159,0.007
3613,JENNY ALEXANDRA,159,0.007
3614,JERUSALEN,159,0.007
3615,JUANA ROSARIO,159,0.007
3616,KAWTHAR,159,0.007
3617,MARIA EDURNE,159,0.007
3618,MARIA GINESA,159,0.007
3619,MARTA ESTHER,159,0.007
3620,NOA MARIA,159,0.007
3621,PAOLA ALEJANDRA,159,0.007
3622,SILA,159,0.007
3623,WAFAA,159,0.007
3624,ALLA,158,0.007
3625,AURORA PILAR,158,0.007
3626,DIANA LORENA,158,0.007
3627,ESTEBANA,158,0.007
3628,GRACIANA,158,0.007
3629,JAQUELIN,158,0.007
3630,KATRINA,158,0.007
3631,KYRA,158,0.007
3632,MARIA LEYRE,158,0.007
3633,MARIA PRECIOSA,158,0.007
3634,RAJAA,158,0.007
3635,ROSA MARTA,158,0.007
3636,SIARA,158,0.007
3637,SILVIA TERESA,158,0.007
3638,ADRIANNA,157,0.007
3639,AURELIA MARIA,157,0.007
3640,AVA,157,0.007
3641,AZUL,157,0.007
3642,CINTYA,157,0.007
3643,CORAL MARIA,157,0.007
3644,DIANDRA,157,0.007
3645,EIMY,157,0.007
3646,FARNERS,157,0.007
3647,GOIATZ,157,0.007
3648,GRETEL,157,0.007
3649,IRAITZ,157,0.007
3650,LAURA CAROLINA,157,0.007
3651,MARIA CINTIA,157,0.007
3652,MARIA VINYET,157,0.007
3653,MARIA XIMENA,157,0.007
3654,OUIAM,157,0.007
3655,WASSIMA,157,0.007
3656,ACACIA,156,0.007
3657,ALOIA,156,0.007
3658,ALONDRA,156,0.007
3659,ASHA,156,0.007
3660,CRISTINA MERCEDES,156,0.007
3661,IRENA,156,0.007
3662,JUANA MERCEDES,156,0.007
3663,KHADY,156,0.007
3664,NAIHARA,156,0.007
3665,REGLA MARIA,156,0.007
3666,RUBY,156,0.007
3667,TECLA,156,0.007
3668.TERESA NIÑO JESUS,156,0,007
3669,VALVANUZ,156,0.007
3670,YOLANDA PILAR,156,0.007
3671,ADONINA,155,0.007
3672,ALBA CRISTINA,155,0.007
3673,ALICIA CRISTINA,155,0.007
3674,ALVARINA,155,0.007
3675,CLAUDIA ELENA,155,0.007
3676,DENIS,155,0.007
3677,EMETERIA,155,0.007
3678,GAUDENCIA,155,0.007
3679,JESSICA CARMEN,155,0.007
3680,KATRIN,155,0.007
3681,MARIA ANASTASIA,155,0.007
3682,MARIA MONTIEL,155,0.007
3683,MARIA SALADINA,155,0.007
3684,NATALIA SOLEDAD,155,0.007
3685,ROMAISSA,155,0.007
3686,ROSA ALBA,155,0.007
3687,TIMOTEA,155,0.007
3688,VEGA MARIA,155,0.007
3689,BLANCA LUZ,154,0.007
3690,CRISTINA ALEJANDRA,154,0.007
3691,ELIECER,154,0.007
3692,ERHIMO,154,0.007
3693,JUDIT MARIA,154,0.007
3694,KARINA ELIZABETH,154,0.007
3695,LISSETTE,154,0.007
3696,LUCIA MAR,154,0.007
3697,MARIA CANTO,154,0.007
3698,MARIA CLAUSTRE,154,0.007
3699.MARIA CONCEIÇAO,154,0,007
3700,MONTIEL,154,0.007
3701,PATRICIA ROCIO,154,0.007
3702,ROSA LIDIA,154,0.007
3703,TABATA,154,0.007
3704,YADHIRA,154,0.007
3705,ZORIONE,154,0.007
3706,AURORA ISABEL,153,0.007
3707,BARTOLINA,153,0.007
3708,DONATILA,153,0.007
3709,HERMESINDA,153,0.007
3710,IVON,153,0.007
3711,JOSEFA JESUS,153,0.007
3712,MARIA APOLONIA,153,0.007
3713,MILOUDA,153,0.007
3714.MIREN ZURIÑE,153,0,007
3715,NATALIA PILAR,153,0.007
3716,OLGA MARINA,153,0.007
3717,TERESA ROSARIO,153,0.007
3718,VERONICA PATRICIA,153,0.007
3719,ALANNA,152,0.007
3720,ALISA,152,0.007
3721,CATALINA CARMEN,152,0.007
3722,ELIONOR,152,0.007
3723,FRANCISCA VICTORIA,152,0.007
3724,GALILEA,152,0.007
3725,ISORA,152,0.007
3726,KHOLOUD,152,0.007
3727,LIZBETH,152,0.007
3728,MAME DIARRA,152,0.007
3729,MARIA ASTRID,152,0.007
3730,MERCEDES ROCIO,152,0.007
3731,MIREN ARANTXA,152,0.007
3732,NIRMIN,152,0.007
3733,VERONIKA,152,0.007
3734,YAIRA,152,0.007
3735,YANINA,152,0.007
3736,ANA PAZ,151,0.007
3737,ANGELA LUCIA,151,0.007
3738,CARMELITA,151,0.007
3739,ELENA TERESA,151,0.007
3740,EVA ANGELINA,151,0.007
3741,FRANCIA ELENA,151,0.007
3742,GOIZEDER,151,0.007
3743,JUANA ROCIO,151,0.007
3744,MARIA ALCIRA,151,0.007
3745,MARIA ILDA,151,0.007
3746,MARIA SEGUNDA,151,0.007
3747,MARIA SIRA,151,0.007
3748,MARINA MARIA,151,0.007
3749,OCTAVIA,151,0.007
3750,PATRICIA BEATRIZ,151,0.007
3751,ROSA AMALIA,151,0.007
3752,VARINIA,151,0.007
3753,VIRGINIA CARMEN,151,0.007
3754,WANDA,151,0.007
3755,YARISA,151,0.007
3756,ZULEICA,151,0.007
3757,ANA SONIA,150,0.007
3758,ANNE MARIE,150,0.007
3759,CARLA SOFIA,150,0.007
3760,CARMEN ENCARNACION,150,0.007
3761,DENISA,150,0.007
3762,ELISABEHT,150,0.007
3763,GABRIELA ALEXANDRA,150,0.007
3764,JADIYA,150,0.007
3765,JUNA,150,0.007
3766,MARTA INMACULADA,150,0.007
3767,MORAIMA,150,0.007
3768,ANA ESTER,149,0.007
3769,ARGIA,149,0.007
3770,CAMILA ANDREA,149,0.007
3771,EMPERATRIZ,149,0.007
3772,ESTEFANIA CARMEN,149,0.007
3773,GRACIA PATRICIA,149,0.007
3774,HEURA,149,0.007
3775,JOY,149,0.007
3776,LAURA LUCIA,149,0.007
3777,MARIA DOSINDA,149,0.007
3778,MARIA EMILIANA,149,0.007
3779,NURIA MONTSERRAT,149,0.007
3780,RUTH NOEMI,149,0.007
3781,VERONICA PILAR,149,0.007
3782,VIVIANE,149,0.007
3783,AMANI,148,0.007
3784,ANA ABEL,148,0.007
3785,ANTONIA ROSARIO,148,0.007
3786,BINTOU,148,0.007
3787,BLANCA DELIA,148,0.007
3788,CAROLINA PILAR,148,0.007
3789,DANIELA CAROLINA,148,0.007
3790,JUANA CRUZ,148,0.007
3791,JUANA MARGARITA,148,0.007
3792,LAURINDA,148,0.007
3793,LUISA ANTONIA,148,0.007
3794,MARIA ALBERTA,148,0.007
3795,MARIA PLACERES,148,0.007
3796,MARINA VICTORIA,148,0.007
3797,MAYSA,148,0.007
3798,MEGHAN,148,0.007
3799,NARYIS,148,0.007
3800,OLGA CRISTINA,148,0.007
3801,ROSA IRENE,148,0.007
3802,SAHARA,148,0.007
3803,ZIHARA,148,0.007
3804,ANA MIRIAM,147,0.007
3805,BIDANE,147,0.007
3806,FAOUZIA,147,0.007
3807,FRANCISCA MERCEDES,147,0.007
3808,GLORIA ELIZABETH,147,0.007
3809,IBANA,147,0.007
3810,JENNY PATRICIA,147,0.007
3811,JINAN,147,0.007
3812,JOANA AINA,147,0.007
3813,LIAH,147,0.007
3814,MARIA EDITH,147,0.007
3815,MARIA SALOBRAR,147,0.007
3816,MARIA VENTURA,147,0.007
3817,MARIA YANIRA,147,0.007
3818,MARYNA,147,0.007
3819,SOTERA,147,0.007
3820,UMAIMA,147,0.007
3821,VERONICA ANDREA,147,0.007
3822,VIOLETTA,147,0.007
3823,BERNABEA,146,0.007
3824,CATIA,146,0.007
3825,CRISTINA BELEN,146,0.007
3826,DIANA ALEXANDRA,146,0.007
3827,HAYAR,146,0.007
3828,ISABEL CONCEPCION,146,0.007
3829,IZARNE,146,0.007
3830,JOSEFA AMPARO,146,0.007
3831,JOSEPHINE,146,0.007
3832,LUZ ALBA,146,0.007
3833,LUZ ESTELLA,146,0.007
3834,MAGDALENA SOFIA,146,0.007
3835,MARIA GRISELDA,146,0.007
3836,MARIA SANTA,146,0.007
3837,MIREN MIRARI,146,0.007
3838,SENDA,146,0.007
3839,AIZEA,145,0.007
3840,ALBA PILAR,145,0.007
3841,ANA ARACELI,145,0.007
3842,ANA KAREN,145,0.007
3843,DAMARI,145,0.007
3844,EMMA ROSA,145,0.007
3845,ESTEFANI,145,0.007
3846.FRANÇOISE,145,0,007
3847,ISRA,145,0.007
3848,JANINE,145,0.007
3849,JULIA MERCEDES,145,0.007
3850,LARA ISABEL,145,0.007
3851,LEIDY JOHANA,145,0.007
3852,MARIA LEOCADIA,145,0.007
3853,MIREN ELIXABETE,145,0.007
3854,MONICA CRISTINA,145,0.007
3855,MONIQUE,145,0.007
3856,NORA MARIA,145,0.007
3857,ROSA VIRGINIA,145,0.007
3858,AMPARO ISABEL,144,0.007
3859,ANA FATIMA,144,0.007
3860,ANDREA VERONICA,144,0.007
3861,AYALA,144,0.007
3862,BAKARNE,144,0.007
3863,BLANCA PILAR,144,0.007
3864,CORAYMA,144,0.007
3865,CRISTINA ANGELES,144,0.007
3866,DEIENE,144,0.007
3867,ELENA MERCEDES,144,0.007
3868,LEONIDA,144,0.007
3869,MARIA ABEL,144,0.007
3870,MARIA ALCOR,144,0.007
3871,MARIA BASILISA,144,0.007
3872,MARIA CLAUDINA,144,0.007
3873,MARIE,144,0.007
3874,MAXIMIANA,144,0.007
3875,MERYAM,144,0.007
3876,OHIANA,144,0.007
3877,PRISCA,144,0.007
3878,RAQUEL PILAR,144,0.007
3879,ROSA ESPERANZA,144,0.007
3880,SARA SOFIA,144,0.007
3881,ALBA ROSA,143,0.007
3882,BLASINA,143,0.007
3883,CARMEN ELIZABETH,143,0.007
3884,DIANA LUCIA,143,0.007
3885,DOLORES ENCARNACION,143,0.007
3886,DOLORES ROSARIO,143,0.007
3887,EMA,143,0.007
3888,FRANCISCA LUISA,143,0.007
3889,JEMIMA,143,0.007
3890,LUCIA MERCEDES,143,0.007
3891,MARGA,143,0.007
3892,NASIRA,143,0.007
3893,OUARDA,143,0.007
3894,PEDRONA,143,0.007
3895,ACORAIDA,142,0.007
3896,ALDA,142,0.007
3897,ANA MARIA ANGELES,142,0.007
3898,AUDELINA,142,0.007
3899,BANESA,142,0.007
3900,CARMEN NOELIA,142,0.007
3901,IHSAN,142,0.007
3902,ILONA,142,0.007
3903,KARLA PATRICIA,142,0.007
3904,LILIANE,142,0.007
3905,MAHJOUBA,142,0.007
3906,MARIA PROVIDENCIA,142,0.007
3907,MARIA SATURNINA,142,0.007
3908,MARIFE,142,0.007
3909,MARILIA,142,0.007
3910,MARTHA ELIZABETH,142,0.007
3911,MELIDA,142,0.007
3912,ORETO,142,0.007
3913,ORLANDA,142,0.007
3914,PAULA ROCIO,142,0.007
3915,YULISA,142,0.007
3916,ADELAIDA MARIA,141,0.007
3917,ADRIANA ELIZABETH,141,0.007
3918,ANA TRINIDAD,141,0.007
3919,ARTEMIA,141,0.007
3920,CRISTINA DOLORES,141,0.007
3921,EMELY,141,0.007
3922,EVA VICTORIA,141,0.007
3923,EVELYNE,141,0.007
3924,FIDENCIA,141,0.007
3925,HONORATA,141,0.007
3926,IDANIA,141,0.007
3927,JOSEFA ANA,141,0.007
3928,LAURA VANESA,141,0.007
3929,LEIDY,141,0.007
3930,MARIA ARGELIA,141,0.007
3931,MARIA BLANCA NIEVES,141,0.007
3932,MARIA DALIA,141,0.007
3933,MARIA LIBRADA,141,0.007
3934,MARILU,141,0.007
3935,OLGA ESTHER,141,0.007
3936,SOLEDAD CARMEN,141,0.007
3937,SONIA RAQUEL,141,0.007
3938,AIDEE,140,0.007
3939,BEATRIZ TERESA,140,0.007
3940,CARMEN CONSUELO,140,0.007
3941,ESTEFANIA MARIA,140,0.007
3942,INDIARA,140,0.007
3943,JULIETTA,140,0.007
3944,MARIA FIDELA,140,0.007
3945,MARIA PRUDENCIA,140,0.007
3946,MIMOUNA,140,0.007
3947,MIRIAM ISABEL,140,0.007
3948,NOEMY,140,0.007
3949,ROCIO VALLE,140,0.007
3950,ZOULIKHA,140,0.007
3951,AILIN,139,0.006
3952,ANTONIA MERCEDES,139,0.006
3953,BETLEM,139,0.006
3954,ENAR,139,0.006
3955,EVA ANGELES,139,0.006
3956,EXPEDITA,139,0.006
3957,FRANCISCA BELEN,139,0.006
3958,IDAIRA MARIA,139,0.006
3959,ISABELLE,139,0.006
3960,KATHERIN,139,0.006
3961,MIGDALIA,139,0.006
3962,NORMA ELIZABETH,139,0.006
3963,ROCIO INMACULADA,139,0.006
3964,ROSEMARY,139,0.006
3965,VANESSA CARMEN,139,0.006
3966,YAIZA CARMEN,139,0.006
3967,AINHOA CARMEN,138,0.006
3968,ANA VALENTINA,138,0.006
3969,ANDREIA,138,0.006
3970,BATIRTZE,138,0.006
3971,CONSUELO PILAR,138,0.006
3972,DEYSI,138,0.006
3973,EVA ROCIO,138,0.006
3974,GHIZLAN,138,0.006
3975,IVANKA,138,0.006
3976,JUANA ANGELES,138,0.006
3977,LILI,138,0.006
3978,LIZ,138,0.006
3979,LUPE,138,0.006
3980,MARIA JENIFER,138,0.006
3981,NARJIS,138,0.006
3982,NORMA MARIA,138,0.006
3983,PUREZA,138,0.006
3984,ROSA ENCARNACION,138,0.006
3985,ROSA JOSEFA,138,0.006
3986,SHAMARA,138,0.006
3987,SILVIA SUSANA,138,0.006
3988,YOHARA,138,0.006
3989,ADELE,137,0.006
3990,ADRIANA LUCIA,137,0.006
3991,BENICIA,137,0.006
3992,CELSA MARIA,137,0.006
3993,DAYANNA,137,0.006
3994,DORA MARIA,137,0.006
3995,GLORIA CECILIA,137,0.006
3996,LUCIA ROSARIO,137,0.006
3997,MAISA,137,0.006
3998,MARIANA ISABEL,137,0.006
3999,NEYLA,137,0.006
4000,PATRICIA CRISTINA,137,0.006
4001,PATRICIA TERESA,137,0.006
4002,SUCESO,137,0.006
4003,AMALIA ISABEL,136,0.006
4004,ANTONIA JOSE,136,0.006
4005,ANYELINA,136,0.006
